date,Owners
2023-07-14,2141743.41670122
2023-07-15,2155512.01665963
2023-07-16,2148126.23069335
2023-07-17,2156432.53626452
2023-07-18,2162654.92379177
2023-07-19,2157694.72317899
2023-07-20,2161695.47224643
2023-07-21,2166582.2963639
2023-07-22,2168496.6357954
2023-07-23,2168165.80740904
2023-07-24,2167135.81873477
2023-07-25,2166479.22394454
2023-07-26,2166683.03964363
2023-07-27,2167788.36648637
